${0},,
"Accounting Settings",,
Accounts,Llogaritë,
"Accounts Payable",,
"Accounts Receivable",,
"Accumulated Depreciation",,
Action,,
Active,,
"Add Account","Shto Llogari",
"Add Customers",,
"Add Group","Shto Grup",
"Add Items",,
"Add Row","Shto Rresht",
"Add Suppliers",,
"Add Taxes",,
"Add a few customers to create your first sales invoice",,
"Add a few suppliers to create your first purchase invoice",,
"Add a filter",,
"Add a remark",,
"Add attachment",,
"Add invoice terms",,
"Add products or services that you buy from your suppliers",,
"Add products or services that you sell to your customers",,
"Add quote terms",,
"Add transfer terms",,
"Add'l Discounts",,
"Additional ${0} Serial Numbers required for ${1} quantity of ${2}.",,
"Additional quantity (${0}) required${1} to make outward transfer of item ${2} from ${3} on ${4}",,
Address,Adresa,
"Address Display",,
"Address Line 1",,
"Address Line 2",,
"Address Name",,
"Administrative Expenses",,
Alert,Kujdes,
All,,
"Allow to bypass filters","Lejo anashkalimin e filtrave",
"Allowances Total",,
Amount,Shumë,
"Amount Paid",,
"Amount: ${0} and writeoff: ${1} is less than the total amount allocated to references: ${2}.",,
"Amount: ${0} is less than the total amount allocated to references: ${1}.",,
Amounts,,
"An entry is cancelled only if it is in the submitted state.",,
"An entry is submitted only if it is submittable and is in the saved state.",,
"An error occurred.",,
And,,
"Annual Leave",,
"Annual Wage Declaration (DAS)",,
"Applicable anywhere in Frappe Books",,
"Applicable when POS is open",,
"Applicable when Quick Search is open",,
"Applicable when Template Builder is open",,
"Applicable when a entry is open in the Form view or Quick Edit view",,
"Applicable when the List View of an entry type is open",,
"Application of Funds (Assets)","Përdorimi i fondeve (Aktivet)",
"Applied Coupon Codes",,
"Applied Items",,
Apply,Apliko,
"Apply Discount After Tax",,
"Apply Price List",,
"Apply and view changes made to the print template",,
Approved,,
Apr,,
April,,
Arial,,
"Ascending Order",,
Asset,,
"Attach Image",,
Attachment,,
Attendance,,
Aug,,
August,,
"Auth Token",,
"Auto Payments","Pagesa automatike",
"Auto Stock Transfer","Transferte automatike të stokut",
Autocomplete,,
"Available Loyalty Points",,
Back,,
"Back Reference",,
"Bad import data, could not read file.",,
Balance,,
"Balance Amount",,
"Balance Sheet",Bilanci,
Bank,,
"Bank Accounts",,
"Bank Details",,
"Bank Entry",,
"Bank Name","Emri i bankës",
"Bank Overdraft Account",,
Barcode,,
"Barcode ${0} has an invalid length.",,
"Barcode must be exactly 12 digits.",,
"Base Grand Total",,
"Base Salary",,
"Based On",,
Batch,Lot,
"Batch ${0} does not belong to Item ${1}",,
"Batch ${0} only has ${1} quantity available but ${2} is required",,
"Batch Series",,
"Batch Series cannot contain the following characters: /, ?, &, =, %",,
"Batch not set for row ${0}.",,
"Batch set for row ${0}.",,
"Before 31 March ${0}",,
"Bill Created",,
Billing,,
Billion,,
Black,,
Blue,,
Bonus,,
Both,,
"Both From and To Location cannot be undefined",,
Buildings,,
CHE-123.456.789,,
CIN,,
CNAS,,
"CNAS Employee Rate",,
"CNAS Employer Rate",,
"CNAS Number",,
"Can Change Discount",,
"Can Change Rate",,
Cancel,Anulo,
"Cancel ${0}?",,
"Cancel Button Colour",,
"Cancel or Delete an entry.",,
Cancelled,,
"Cannot Commit Error",,
"Cannot Delete","Nuk mund të fshihet",
"Cannot Delete Account",,
"Cannot Export",,
"Cannot Import",,
"Cannot Open File",,
"Cannot add an item to a submitted invoice.",,
"Cannot cancel ${0} ${1} because of the following ${2}: ${3}",,
"Cannot cancel ${0} because of the following ${1}: ${2}",,
"Cannot delete ${0} ""${1}"" because of linked entries.",,
"Cannot open file",,
"Cannot perform operation.",,
"Cannot read file",,
"Capital Equipments",,
"Capital Stock",,
Cash,,
"Cash Denominations",,
"Cash Entry",,
"Cash In Denominations",,
"Cash In Hand",,
Cashflow,,
Casual,,
"Casual Leave",,
Ceil,,
"Ceiling for the professional expense abatement (DZD). Narrow-band smoothing only — see code comment in payroll.ts. Not applied to match the official worked example.",,
"Central Tax",,
"Change DB",,
"Change File",,
"Change Ref Type",,
"Changes made to settings will be visible on reload.",,
Chargeable,,
"Chart Of Accounts Reviewed",,
"Chart of Accounts","Plani i Llogarive",
Check,,
"Check Digits",,
"City / Town",,
Classic,,
Clear,Pastro,
"Clear Synced Data From ERPNext SyncQueue",,
"Clearance Date",,
"Clearance Date not set.",,
"Clicking continue will remove all the selected items.",,
Close,,
"Close Frappe Books and try manually.",,
"Close POS Shift",,
"Close Quick Search",,
Closing,,
"Closing ${0} Amount can not be negative.",,
"Closing (Cr)",,
"Closing (Dr)",,
"Closing Amount",,
"Closing Amounts",,
"Closing Cash",,
"Closing Cash In Denominations",,
"Closing Date",,
Code,,
Collapse,,
"Collection Factor",,
"Collection Rules",,
Color,Ngjyra,
Colour,,
"Commission on Sales",,
Common,,
Company,,
"Company Logo",,
"Company Name","Emri i kompanisë",
"Company Setup",,
Completed,,
Condition,,
"Consolidate Columns",,
Consumer,,
Contact,,
Contacts,Kontaktet,
Contains,,
Continue,Vazhdo,
"Continue submitting Sales Invoice?",,
"Contra Entry",,
"Conversion Error",,
"Conversion Factor",,
Converted,,
"Cost Of Goods Sold Acc.",,
"Cost of Goods Sold",,
"Could not connect to database file ${0}, please select the file manually",,
Count,,
"Counter Cash Account",,
Country,Vendi,
"Country Code",,
"Country code used to initialize regional settings.",,
"Coupon ${0} is not applicable for applied items.",,
"Coupon Code",,
"Coupon Name",,
Coupons,,
Courier,,
Cr.,,
"Cr. ${0}",,
Create,Krijo,
"Create Demo",,
"Create Payment.",,
"Create Purchase",,
"Create Purchase Invoice",,
"Create Sale",,
"Create Sales Invoice",,
"Create a demo company to try out Frappe Books",,
"Create a new company and store it on your computer",,
"Create a new company or select an existing one from your computer",,
"Create a new entry of the same type as the List View",,
"Create new ${0} entry?",,
"Create your first purchase invoice from the created supplier",,
"Create your first sales invoice for the created customer",,
Created,,
"Created By",,
"Creating Items and Parties",,
"Creating Journal Entries",,
"Creating Purchase Invoices",,
Credit,,
"Credit Card Entry",,
"Credit Note",,
Creditors,,
Currency,Monedha,
"Currency Name",,
Current,,
"Current Assets","Aktive qarkulluese",
"Current Liabilities","Detyrimet afatshkurtra",
"Custom Field",,
"Custom Fields",,
"Custom Form",,
"Custom Hex",,
Customer,,
"Customer Created",,
"Customer Currency",,
"Customer has no loyalty points to redeem",,
Customers,Klientët,
Customizations,Personalizime,
"Customize Form",,
"Customize your invoices by adding a logo and address details",,
"DAS - Annual Wages",,
"DTS - Quarterly Wages",,
"Dark mode","Modaliteti i errët",
Dashboard,Paneli,
Data,,
"Data Sync Interval (In Minutes)",,
"Database Error",,
"Database file: ${0}",,
Date,Data,
"Date Format","Formati i datës",
"Date Time",,
"Date of Birth",,
Day,,
Debit,,
"Debit Note",,
Debtors,,
Dec,,
December,,
"Decrease print template display scale",,
Default,Default,
"Default Account",,
"Default Cash Denominations",,
"Default Location",,
Defaults,Parazgjedhje,
Delete,Fshi,
"Delete ${0}?",,
"Delete Account",,
"Delete Failed",,
"Delete Group",,
Delivered,,
Denomination,,
Department,,
Depreciation,,
"Depreciation Entry",,
Description,,
Designation,,
Details,,
"Device ID",,
"Device is offline. Please connect to a network to continue.",,
"Difference Amount",,
"Direct Expenses","Shpenzime të drejtpërdrejta",
"Direct Income","Të ardhura të drejtpërdrejta",
"Directory for database file ${0} does not exist, please select the file manually",,
Disabled,,
"Discount Account","Llogaria e zbritjeve",
"Discount Account is not set.",,
"Discount Amount",,
"Discount Amount (${0}) cannot be greated than Amount (${1}).",,
"Discount Percent",,
"Discount Percent (${0}) cannot be greater than 100.",,
"Discount Percentage",,
"Discount Type",,
"Discounted Amount",,
Discounts,,
"Display Amount In Words","Shfaq shumën me fjalë",
"Display Description In Invoice","Shfaq përshkrimin në faturë",
"Display Doc",,
"Display Logo in Invoice","Shfaq logon në faturë",
"Display Precision","Saktësia e shfaqjes",
"Display Precision should have a value between 0 and 9.",,
"Display Scale",,
"Display Terms and Conditions",,
"Display Time In Invoice","Shfaq kohën në faturë",
"Dividends Paid",,
"Do not Contact",,
"Doc ${0} ${1} not set",,
Docs,,
"Document Name",,
Documentation,,
"Does Not Contain","Nuk përmban",
Done,"U krye",
Dr.,,
"Dr. ${0}",,
Draft,Draft,
Duplicate,,
"Duplicate Entry",,
"Duplicate Template",,
"Duplicate columns found: ${0}",,
"Duties and Taxes",,
"Dynamic Link",,
"ERP Sync Items",,
"ERPNext Sync",,
"ERPNext Sync Queue",,
"ERPNext Sync Settings",,
"Earnest Money",,
Earnings,,
Eight,,
Eighteen,,
Eighty,,
"Electronic Equipments",,
Eleven,,
Email,,
"Email Address",,
"Emergency Leave",,
Employee,,
"Employee ""${0}"" was not found",,
"Employee CNAS",,
"Employee CNAS (9%)",,
"Employee CNAS contribution rate as a percentage of gross salary. Default 9%.",,
"Employee Name",,
"Employee is required to compute the salary slip payroll",,
Employees,,
"Employer CNAS",,
"Employer CNAS (26%)",,
"Employer CNAS contribution rate as a percentage of gross salary. Default 26%.",,
Employment,,
"Employment Type",,
Empty,,
"Empty file selected",,
"Enable Barcodes",,
"Enable Batches",,
"Enable Coupon Code","Aktivo kodet e kuponit",
"Enable Discount Accounting","Aktivo kontabilitetin e zbritjeve",
"Enable ERPNext Sync","Aktivo sinkronizimin me ERPNext",
"Enable Form Customization","Aktivo personalizimin e formës",
"Enable Inventory","Aktivo inventarin",
"Enable Invoice Returns","Aktivo kthimet e faturave",
"Enable Item Enquiry","Aktivo kërkesat për artikuj",
"Enable Item Group","Aktivo grupet e artikujve",
"Enable Lead","Aktivo gjenerimin e kontakteve",
"Enable Loyalty Program","Aktivo programin e besnikërisë",
"Enable POS Without Inventory","Aktivo POS pa inventar",
"Enable Partial Payment","Aktivo pagesën e pjesshme",
"Enable Partial payment to pay partial amount",,
"Enable Point of Sale",,
"Enable Price List","Aktivo listën e çmimeve",
"Enable Pricing Rule","Aktivo rregullat e çmimit",
"Enable Serial Number",,
"Enable UOM Conversion",,
Enabled,,
"Enabled For",,
"End Date",,
Endpoints,,
"Enter Country to load States",,
"Enter State",,
"Enter barcode",,
"Enter weight barcode",,
"Entertainment Expenses",,
Entry,,
"Entry Currency",,
"Entry Label",,
"Entry No",,
"Entry No.",,
"Entry Type","Lloji i Regjistrimit",
"Entry has Grand Total ${0}. Please verify amounts.",,
Equity,,
Error,Gabim,
"Exchange Gain/Loss",,
"Exchange Rate",,
"Excise Entry",,
"Existing Company",,
Expand,,
"Expected Amount",,
Expense,,
"Expense Account",,
Expenses,Shpenzime,
"Expenses Included In Valuation",,
Expired,,
"Expiry Date",,
"Expiry Duration",,
Export,Eksporto,
"Export Failed","Eksportimi dështoi",
"Export Format",,
"Export Successful","Eksportimi ishte i suksesshëm",
"Export Wizard",,
"FBooks Integration Version",,
Failed,,
"Failed to load batches",,
Fax,,
Features,Veçoritë,
Feb,,
February,,
"Fetch Data From ERPNext",,
"Fetch From ERPNext Queue",,
Field,,
Fieldname,,
"Fieldname ${0} already exists for ${1}",,
"Fieldname ${0} already used for Custom Field ${1}",,
Fieldtype,,
Fifteen,,
Fifty,,
"File ${0} does not exist.",,
"File selection failed",,
Fill,,
Filter,Filtër,
"Filter by Group",,
"Financial Year",,
"First Name",,
"Fiscal Year",,
"Fiscal Year End Date","Data e përfundimit të vitit fiskal",
"Fiscal Year Start Date","Data e fillimit të vitit fiskal",
Five,,
"Fix Failed",,
"Fixed Asset",,
"Fixed Assets","Aktive fikse",
Float,,
Floor,,
"Floor for the professional expense abatement (DZD). Narrow-band smoothing only — see code comment in payroll.ts. Not applied to match the official worked example.",,
"Following cells have errors: ${0}.",,
"Following links do not exist: ${absentLinks .map((l) =>",,
Font,Shkronja,
"For Purchase",,
"For Sales",,
"Forbidden Error",,
"Form Section",,
"Form Tab",,
"Form Type",,
Forty,,
Four,,
Fourteen,,
Fr,,
Fraction,,
"Fraction Units",,
"Frappe Books does not have access to the selected file: ${0}",,
"Free Item",,
"Free item ""${0}"" was not added due to zero quantity",,
"Free items out of stock: ${0}",,
"Freight and Forwarding Charges",,
From,,
"From Account",,
"From Date",,
"From Lead",,
"From Loc.",,
"From Year",,
"Full Name","Emri i plotë",
Full-time,,
"Furnitures and Fixtures",,
"G50 - IRG Declaration",,
GST,,
"GST Registration",,
GSTIN,,
"GSTIN No.",,
GSTR1,,
GSTR2,,
"Gain/Loss on Asset Disposal",,
General,Përgjithshme,
"General Ledger","Libri Kryesor",
"Get Started",,
Global,,
"Go back to the previous page",,
Gram,,
"Grand Total",,
"Greater Than",,
Green,,
"Grid View",,
"Gross Salary",,
"Gross Wages",,
"Group By",,
HSN/SAC,,
"HSN/SAC Code",,
"Half Yearly",,
"Half Years",,
Half-day,,
"Has Batch",,
"Has Serial Number",,
"Height (in cm)",,
Held,,
"Held Button Colour",,
Help,Ndihmë,
"Hex Value",,
"Hidden values will be visible on Print on.",,
"Hide Get Started","Fshih udhëzuesin fillestar",
"Hide Group Amounts",,
"Hide Month/Year","Fshih Muaj/Vit",
"Hide Unavailable Items",,
"Hides the Get Started section from the sidebar. Change will be visible on restart or refreshing the app.",,
"Hire Date",,
"Hold Q and type digits to set selected item quantity",,
Holiday,,
Hour,,
Hours,,
"Hours Worked",,
Housing,,
Hundred,,
ID,,
INR,,
"IRG (Income Tax)",,
"IRG Bracket 1 Limit",,
"IRG Bracket 1 Rate",,
"IRG Bracket 2 Limit",,
"IRG Bracket 2 Rate",,
"IRG Bracket 3 Limit",,
"IRG Bracket 3 Rate",,
"IRG Bracket 4 Rate",,
"IRG Brackets",,
"IRG Monthly Declaration (G50)",,
"If any entry form is open, save the details. Otherwise, save the invoice.",,
"If any entry form is open, your entry will be canceled. Otherwise the selected items will be removed.",,
"Ignore Pricing Rule",,
Image,,
"Import Complete",,
"Import Data","Importo të Dhëna",
"Import Data.",,
"Import Type",,
"Import Wizard","Asistenti i Importit",
"Importer not set, reload tool",,
"In stock",,
Inactive,,
"Include Cancelled",,
Income,"Të ardhura",
"Income Account",,
"Income tax rate (%) for the 0% band — 0 to 30,000 DZD.",,
"Income tax rate (%) for the 23% band — 30,001 to 120,000 DZD.",,
"Income tax rate (%) for the 27% band — 120,001 to 360,000 DZD.",,
"Income tax rate (%) for the top bracket — above 360,000 DZD.",,
"Increase print template display scale",,
Indigo,,
"Indirect Expenses","Shpenzime indirekte",
"Indirect Income","Të ardhura indirekte",
Inflow,,
"Initial Sync Data",,
"Instance Id",,
"Insufficient Quantity",,
"Insufficient Quantity.",,
"Insufficient Quantity. Item ${0} has only ${1} quantities available. you selected ${2}",,
Int,,
"Integration Error Log",,
Interested,,
"Intergrated Tax",,
"Internal Precision",,
"Invalid HSN Code.",,
"Invalid Key Error",,
"Invalid Quantity for Item ${0}",,
"Invalid barcode value ${0}.",,
"Invalid value ${0} for ${1}",,
"Invalid value found for ${0}",,
Inventory,,
"Inventory Items",,
"Inventory Settings",,
Investments,Investime,
Invoice,Faturë,
"Invoice Created",,
"Invoice Date",,
"Invoice Item",,
"Invoice No",,
"Invoice No.",,
"Invoice Value",,
Invoices,,
Is,Është,
"Is Coupon Code Based",,
"Is Custom",,
"Is Empty","Është bosh",
"Is Enabled",,
"Is Group",,
"Is Landscape",,
"Is Not","Nuk është",
"Is Not Empty","Nuk është bosh",
"Is POS Shift Open",,
"Is Price List Enabled",,
"Is Pricing Rule Enabled",,
"Is Recursive",,
"Is Required",,
"Is Sync Enabled",,
"Is Whole",,
Item,,
"Item ${0} has Zero Quantity",,
"Item ${0} is a batched item",,
"Item ${0} is not a batched item",,
"Item ${0} is out of stock (quantity is zero)",,
"Item ${0} not found",,
"Item ${0} not in Stock",,
"Item ${0} only has ${1} Quantity",,
"Item ${0} only has ${1} Quantity in batch ${2}",,
"Item Code",,
"Item Code Digits",,
"Item Description",,
"Item Discounts",,
"Item Enquiry",,
"Item Group",,
"Item Name",,
"Item Prices",,
"Item Visibility",,
"Item enquiry submitted",,
"Item with From location not found",,
"Item with To location not found",,
"Item with barcode ${0} not found.",,
ItemCode,,
Items,Artikujt,
Jan,,
January,,
"John Doe",,
"Journal Entries",,
"Journal Entry",,
"Journal Entry Account",,
"Journal Entry Number Series","Seria e numrave të regjistrimeve ditar",
"Journal Entry Print Template",,
Jul,,
July,,
Jun,,
June,,
"Key Hints",,
Kg,,
Label,,
Language,Gjuha,
"Last Name",,
Late,,
Lead,,
"Leave Application",,
"Leave Applications",,
"Left Index",,
"Legal Deadline",,
"Legal Expenses",,
"Less Filters",,
"Less Than",,
Liability,,
Limit,,
Link,,
"Link Validation Error",,
"Linked Entries","Regjistrime të lidhura",
List,Listë,
"List View",,
"Load an existing company from your computer",,
"Loading Report...",,
"Loading instance...",,
Loading...,"Duke u ngarkuar...",
"Loans (Liabilities)",,
"Loans and Advances (Assets)",,
Locale,Lokale,
Location,,
"Location Name",,
Logo,,
"Loyalty Point Entry",,
"Loyalty Points",,
"Loyalty Points Redemption",,
"Loyalty Program",,
"Loyalty Program Tier",,
"Loyalty program has expired and cannot be applied",,
"Loyalty program has expired or reached maximum usage",,
MISSING_NIN,,
"Make Entry","Krijo Regjistrim",
"Make Payment On Submit",,
"Make Purchase Receipt On Submit",,
"Make Shipment On Submit",,
"Mandatory Error","Gabim i detyrueshëm",
Manufacture,,
"Manufacture Date",,
Mar,,
"Mar 23, 2022",,
March,,
"Mark ${0} as submitted?",,
"Marketing Expenses",,
"Material Issue",,
"Material Receipt",,
"Material Transfer",,
Maternity,,
"Max Amount",,
"Max Qty (As Per Stock Unit)",,
Maxed,,
"Maximum Amount should be greater than the Minimum Amount.",,
"Maximum Amount should be lesser than Pricing Rule's Maximum Amount",,
"Maximum Quantity should be greater than the Minimum Quantity.",,
"Maximum Use",,
May,,
Meter,,
Million,,
"Min Amount",,
"Min Qty (As Per Stock Unit)",,
"Minimum Amount should be greather than the Pricing Rule's Minimum Amount.",,
"Minimum Amount should be less than the Maximum Amount.",,
"Minimum Quantity should be less than the Maximum Quantity.",,
"Minimum Total Spent",,
Misc,,
Miscellaneous,,
"Miscellaneous Expenses",,
Mo,,
Mobile,,
Modern,,
Modified,,
"Modified By",,
Month,,
Monthly,,
Months,,
More,,
"More Filters",,
"More shortcuts will be added soon.",,
"Movement Type",,
NIN,,
"NIN (required)",,
Name,Emri,
Navigate,,
"Need ${0} Serial Numbers for Item ${1}. You have provided ${2}",,
"Net Pay",,
"Net Social",,
"Net Total",,
"New ${0}",,
"New ${0} ${1}",,
"New Account","Llogari e Re",
"New Company",,
"New Entry","Regjistrim i Ri",
"New Template",,
Nine,,
Nineteen,,
Ninety,,
No,Jo,
"No Display Entries Found",,
"No Print Templates not found for entry type ${0}",,
"No Value",,
"No Values to be Displayed",,
"No entries found","Asnjë regjistrim nuk u gjet",
"No entries were imported.",,
"No expenses in this period",,
"No filters selected",,
"No linked entries found",,
"No results found","Nuk u gjetën rezultate",
"No results found, disable filters",,
"No rows added. Select a file or add rows.",,
"No transactions yet",,
"Non Active Serial Number ${0} cannot be used as Manufacture raw material",,
"Non Active Serial Number ${0} cannot be used for Material Issue",,
"Non Active Serial Number ${0} cannot be used for Material Transfer",,
"Non Inactive Serial Number ${0} cannot be used for Material Receipt",,
"Non-Inventory Items",,
None,,
"Not Found","Nuk u gjet",
"Not Saved",,
"Not Submitted",,
"Not Transferred",,
Notes,,
Nov,,
November,,
"Number Display","Shfaqja e numrave",
"Number Series","Seritë e numrave",
"Number of ${0}",,
"Number of Rows",,
"Numéro d'Identification Nationale — legally mandatory per the 2026 Finance Law (required on the DAS declaration).",,
Oct,,
October,,
"Office Equipments",,
"Office Maintenance Expenses",,
"Office Rent",,
Okay,,
"Onboarding Complete",,
One,,
"Only From or To can be set for Manufacture",,
Open,,
"Open Count",,
"Open Documentation",,
"Open Folder","Hap Dosjen",
"Open POS Shift",,
"Open Print View",,
"Open Print View if Print is available.",,
"Open Quick Search",,
"Open Report Print View",,
"Open Sales Invoice List",,
"Open Saved or Submitted Invoice List.",,
"Open the Export Wizard modal",,
"Opening (Cr)",,
"Opening (Dr)",,
"Opening Amount",,
"Opening Amounts",,
"Opening Balance Equity",,
"Opening Balances",,
"Opening Cash",,
"Opening Cash Amount can not be negative.",,
"Opening Cash In Denominations",,
"Opening Date",,
"Opening Entry",,
"Opening Shift",,
Opportunity,,
Options,,
Orange,,
Organisation,,
Other,,
"Out stock",,
Outflow,Dalje,
Outstanding,,
"Outstanding Amount",,
Overtime,,
"Overtime Rate",,
"Overtime Total",,
POS,,
"POS Closing Shift",,
"POS Counter Cash Account is not set. Please set it on POS Settings",,
"POS Customer",,
"POS Inventory is not set. Please set it on POS Settings",,
"POS Opening Shift",,
"POS Print Template",,
"POS Profile",,
"POS Settings",,
"POS Shift Amount",,
"POS UI",,
"POS Write Off Account is not set. Please set it on POS Settings",,
"Pad Zeros",,
Page,,
Paid,Paguar,
"Paid ${0}",,
"Paid Change",,
Paisa,,
Parent,,
"Parent Account",,
Part-time,,
"Partly Paid",,
"Partly Paid ${0}",,
Party,Palë,
"Patch Run",,
Paternity,,
Pay,,
"Pay & Print",,
"Pay And Print Button Colour",,
"Pay Button Colour",,
"Pay Period",,
Payable,,
Payment,Pagesë,
"Payment ${0} is Saved",,
"Payment Account",,
"Payment For",,
"Payment Method",,
"Payment No",,
"Payment Number Series","Seria e numrave të pagesave",
"Payment Print Template",,
"Payment Reference",,
"Payment Type",,
"Payment amount cannot be ${0}.",,
"Payment amount cannot be less than zero.",,
"Payment amount cannot exceed ${0}.",,
"Payment amount: ${0} should be greater than 0.",,
"Payment amount: ${0} should be less than Outstanding amount: ${1}.",,
"Payment of ${0} will be made from account ""${1}"" to account ""${2}"" on Submit.",,
Payments,Pagesa,
Payroll,,
"Payroll Breakdown",,
"Payroll Payable",,
"Payroll Settings",,
Pending,,
"Pending qty. ${0}",,
Period,,
Periodicity,,
Personal,,
Phone,Telefoni,
"Pick Columns",,
"Pick Import Columns",,
Pink,,
Place,,
"Place of Supply",,
"Place of supply",,
"Plants and Machineries",,
"Please Wait","Ju lutem prisni",
"Please add a customer before saving",,
"Please add items",,
"Please check Key Hints for valid key names",,
"Please create a ${0} entry to view Template Preview.",,
"Please fill all values.",,
"Please restart and try again.",,
"Please select a Print Template",,
"Please select a batch first",,
"Please select a customer",,
"Please select a payment method before proceeding with payment.",,
"Please select a payment method before submitting.",,
"Please select a valid reference type.",,
"Please set GSTIN in General Settings.",,
"Please set Round Off Account in the Settings.",,
"Please set a Display Doc",,
"Point of Sale",,
"Points must be greater than 0",,
"Points must be greather than 0",,
"Pos Print Width",,
"Pos Ui",,
"Postal Code",,
"Postal Expenses",,
"Posting Date",,
Prefix,,
Present,,
"Price Discount",,
"Price Discount Scheme",,
"Price Discount Type",,
"Price List",,
"Price List Item",,
"Pricing Rule",,
"Pricing Rule Detail",,
"Pricing Rule Item",,
"Prime Bank",,
Print,Shtypje,
"Print ${0}",,
"Print Failed",,
"Print Settings",,
"Print Setup",,
"Print Successful",,
"Print Template",,
"Print Template Name not set",,
"Print Template is empty",,
"Print Templates",,
"Print View",,
"Print and Stationery",,
Priority,,
Processed,,
Product,,
"Product Discount",,
"Product Discount Scheme",,
"Professional Abatement",,
"Professional Expense Abatement Rate",,
"Professional expense abatement as a percentage of net social. Default 40%.",,
Profile,,
"Profit And Loss",,
"Profit and Loss","Fitim dhe Humbje",
Purchase,,
"Purchase Acc.",,
"Purchase Amount",,
"Purchase Invoice",,
"Purchase Invoice Item",,
"Purchase Invoice Number Series","Seria e numrave të faturave të blerjes",
"Purchase Invoice Print Template",,
"Purchase Invoice Terms","Kushtet e faturës së blerjes",
"Purchase Invoices","Fatura Blerjeje",
"Purchase Item",,
"Purchase Item Created",,
"Purchase Items","Artikuj Blerjeje",
"Purchase Payment",,
"Purchase Payment Account","Llogaria e pagesave të blerjes",
"Purchase Payments","Pagesa Blerjeje",
"Purchase Receipt",,
"Purchase Receipt Item",,
"Purchase Receipt Location","Lokacioni i pranimit të blerjes",
"Purchase Receipt Number Series",,
"Purchase Receipt Print Template",,
"Purchase Receipt Terms",,
Purchases,Blerje,
Purple,,
Purpose,,
"Q1 (Jan–Mar)",,
"Q2 (Apr–Jun)",,
"Q3 (Jul–Sep)",,
"Q4 (Oct–Dec)",,
Qty,,
"Qty in Batch",,
"Qty. ${0}",,
"Qty. in Transfer Unit",,
Quantity,Sasi,
"Quantity (${0}) has to be greater than zero",,
"Quantity and Amount",,
"Quantity must be greater than zero.",,
"Quantity needs to be set",,
Quarter,,
Quarterly,,
"Quarterly Wage Declaration (DTS)",,
Quarters,,
"Quick Search",,
"Quick edit error: ${0} entry has no name.",,
Quotation,,
Quote,,
"Quote Reference",,
Rate,,
"Rate (${0}) cannot be less zero.",,
"Rate (${0}) has to be greater than zero",,
"Rate can't be negative.",,
"Rate needs to be set",,
"Raw Value: ${0}",,
Receivable,,
Receive,,
Recent,,
"Recurse Every (As Per Transaction Unit)",,
Red,,
"Redeem Loyalty Points",,
"Ref Name",,
"Ref Type",,
"Ref. / Cheque No.",,
"Ref. Date",,
"Ref. Name",,
"Ref. Type",,
Reference,,
"Reference Date",,
"Reference Id not set.",,
"Reference Number",,
"Reference Type",,
References,,
"Register Instance",,
"Registered Regular",,
Rejected,,
"Reload Frappe Books?",,
Remark,,
"Remove Filter","Hiq filtrin",
Replied,,
Report,Raport,
"Report Error",,
"Report Issue","Raporto Problem",
"Report will use more than one page if required.",,
Reports,Raporte,
"Required fields not selected: ${0}",,
"Rest Day / Holiday",,
"Retained Earnings",,
Return,Kthim,
"Return Against",,
"Return Button Colour",,
"Return Issued",,
"Reverse Chrg.",,
Reverted,,
Reverts,,
"Review Accounts",,
"Review your chart of accounts, add any account or tax heads as needed",,
"Right Index",,
Role,,
