${0},,
"Applicable when Template Builder is open",打开模板生成器时适用,
"Applicable when a entry is open in the Form view or Quick Edit view",在“表单”视图或“快速编辑”视图中打开条目时适用,
"Applicable when the List View of an entry type is open",当条目类型的列表视图打开时适用,
"Application of Funds (Assets)",资产,
"Applied Coupon Codes",,
"Applied Items",,
Apply,,
"Apply Discount After Tax",应用税后折扣,
"Apply Price List",,
"Apply and view changes made to the print template",应用并查看对打印模板所做的更改,
Approved,,
Apr,,
April,四月,
Arial,Arial,
"Ascending Order",升序,
Asset,资产,
"Attach Image",附加图像,
Attachment,关联,
Attendance,,
Aug,,
August,八月,
"Auth Token",,
"Auto Payments",自动支付,
"Auto Stock Transfer",自动库存转移,
Autocomplete,自动完成,
"Available Loyalty Points",,
Back,,
"Back Reference",反向关联,
"Bad import data, could not read file.",导入数据错误，无法读取文件,
Balance,平衡,
"Balance Amount",,
"Balance Sheet",资产负债表,
Bank,银行,
"Bank Accounts",银行账户,
"Bank Details",,
"Bank Entry",银行条目,
"Bank Name",银行名称,
"Bank Overdraft Account",银行透支账户,
Barcode,条形码,
"Barcode ${0} has an invalid length.",,
"Barcode must be exactly 12 digits.",,
"Base Grand Total",总计,
"Base Salary",,
"Based On",基于,
Batch,批次,
"Batch ${0} does not belong to Item ${1}",,
"Batch ${0} only has ${1} quantity available but ${2} is required",,
"Batch Series",,
"Batch Series cannot contain the following characters: /, ?, &, =, %",,
"Batch not set for row ${0}.","未为第 ${0} 行设置批次",
"Batch set for row ${0}.","第 ${0} 行的批处理集",
"Before 31 March ${0}",,
"Bill Created",账单已创建,
Billing,账务,
Billion,,
Black,黑色,
Blue,蓝色,
Bonus,,
Both,两者,
"Both From and To Location cannot be undefined",“起始位置”和“终止位置”都不能未定义,
Buildings,建筑物,
CHE-123.456.789,,
CIN,,
CNAS,,
"CNAS Employee Rate",,
"CNAS Employer Article Number",,
"CNAS Employer Rate",,
"CNAS Number",,
"CNAS employer affiliation article number — the company's own CNAS registration reference (not the individual employee numbers). Legally required on all invoices per Article 11 of the Commercial Code.",,
"CNAS employer article number",,
"Can Change Discount",,
"Can Change Rate",,
Cancel,取消,
"Cancel ${0}?","取消 ${0}?",
"Cancel Button Colour",,
"Cancel or Delete an entry.",取消或删除条目,
Cancelled,取消,
"Cannot Commit Error",无法提交错误,
"Cannot Delete",无法删除,
"Cannot Delete Account",无法删除帐户,
"Cannot Export",无法导出,
"Cannot Import",无法导入,
"Cannot Open File",无法打开文件,
"Cannot add an item to a submitted invoice.",,
"Cannot cancel ${0} ${1} because of the following ${2}: ${3}","由于以下 ${2} ，无法取消 ${0} ${1} : ${3}",
"Cannot cancel ${0} because of the following ${1}: ${2}",,
"Cannot delete ${0} ""${1}"" because of linked entries.","由于存在链接条目，无法删除 ${0} ""${1}"" ",
"Cannot open file",无法打开文件,
"Cannot perform operation.",无法执行操作,
"Cannot read file",无法读取文件,
"Capital Equipments",资本设备,
"Capital Social",,
"Capital Stock",资本存量,
Cash,现金,
"Cash Denominations",,
"Cash Entry",现金入账,
"Cash In Denominations",,
"Cash In Hand",库存现金,
Cashflow,现金流,
Casual,,
"Casual Leave",,
Ceil,,
"Ceiling for the professional expense abatement (DZD). Narrow-band smoothing only — see code comment in payroll.ts. Not applied to match the official worked example.",,
"Central Tax",中央税率,
"Change DB",更改数据库,
"Change File",更改文件,
"Change Ref Type",更改关联类型,
"Changes made to settings will be visible on reload.",对设置所做的更改将在重新加载时可见,
Chargeable,收费,
"Chart Of Accounts Reviewed",已审核的会计科目表,
"Chart of Accounts",会计科目表,
Check,检查,
"Check Digits",,
"City / Town",城市,
Classic,,
Clear,清除,
"Clear Synced Data From ERPNext SyncQueue",,
"Clearance Date",清仓日期,
"Clearance Date not set.",,
"Clicking continue will remove all the selected items.",,
Close,关闭,
"Close Frappe Books and try manually.","关闭Frappe Books并手动尝试",
"Close POS Shift",,
"Close Quick Search",关闭快速搜索,
Closing,正在关闭,
"Closing ${0} Amount can not be negative.",,
"Closing (Cr)","正在关闭 (贷方)",
"Closing (Dr)","正在关闭 (借方)",
"Closing Amount",,
"Closing Amounts",,
"Closing Cash",,
"Closing Cash In Denominations",,
"Closing Date",,
Code,,
Collapse,折叠,
"Collection Factor",,
"Collection Rules",,
Color,颜色,
Colour,,
"Commission on Sales",销售佣金,
Common,常用,
Company,公司,
"Company Logo",公司标志,
"Company Name",公司名称,
"Company Setup",公司设置,
Completed,已完成,
Condition,条件,
"Configure Header Footer",,
"Consolidate Columns",合并列,
Consumer,,
Contact,,
Contacts,联系人,
Contains,包含,
Continue,,
"Continue submitting Sales Invoice?",继续提交销售订单?,
"Contra Entry",反对进入,
"Conversion Error",转换错误,
"Conversion Factor",转换系数,
Converted,,
"Cost Of Goods Sold Acc.",销货成本科目,
"Cost of Goods Sold",商品销售成本,
"Could not connect to database file ${0}, please select the file manually","无法连接到数据库文件 ${0}，请手动选择该文件",
Count,,
"Counter Cash Account",,
Country,国家,
"Country Code",国家代码,
"Country code used to initialize regional settings.",用于初始化区域设置的国家/地区代码。,
"Coupon ${0} is not applicable for applied items.",,
"Coupon Code",,
"Coupon Name",,
Coupons,,
Courier,快递,
Cr.,贷方,
"Cr. ${0}","贷方 ${0}",
Create,创建,
"Create Demo",创建演示,
"Create Payment.",,
"Create Purchase",创建采购,
"Create Purchase Invoice",创建采购订单,
"Create Sale",创建销售,
"Create Sales Invoice",创建销售订单,
"Create a demo company to try out Frappe Books","创建一个演示公司来试用Frappe Books",
"Create a new company and store it on your computer",创建一个新公司并将其存储在您的计算机上,
"Create a new company or select an existing one from your computer",创建新公司或从计算机中选择现有公司,
"Create a new entry of the same type as the List View",创建与列表视图类型相同的新条目,
"Create new ${0} entry?","是否创建新的 ${0} 条目？",
"Create your first purchase invoice from the created supplier",从创建的供应商创建您的第一张采购订单,
"Create your first sales invoice for the created customer",为创建的客户创建第一张销售订单,
Created,已创建,
"Created By",创建者,
"Creating Items and Parties",创建物品和客户,
"Creating Journal Entries",创建日记帐,
"Creating Purchase Invoices",创建采购订单,
Credit,贷方,
"Credit Card Entry",信用卡入口,
"Credit Note",信用票据,
Creditors,债权人,
Currency,货币,
"Currency Name",货币名称,
Current,当前,
"Current Assets",当前资产,
"Current Liabilities",流动负债,
"Custom Field",自定义字段,
"Custom Fields",自定义字段,
"Custom Form",自定义表单,
"Custom Hex",自定义十六进制,
Customer,客户,
"Customer Created",客户创建,
"Customer Currency",客户货币,
"Customer has no loyalty points to redeem",,
Customers,客户,
Customizations,定制,
"Customize Form",自定义窗体,
"Customize your invoices by adding a logo and address details",通过添加徽标和地址详细信息自定义您的发票,
"DAS - Annual Wages",,
"DTS - Quarterly Wages",,
"Dark mode",,
Dashboard,仪表板,
Data,数据,
"Data Sync Interval (In Minutes)",,
"Database Error",数据库错误,
"Database file: ${0}",数据库文件：${0},
Date,日期,
"Date Format",日期格式,
"Date Time",日期和时间,
"Date of Birth",,
Day,天,
Debit,借方,
"Debit Note",借记单,
Debtors,债务人,
Dec,,
December,十二月,
"Decrease print template display scale",降低打印模板显示比例,
Default,默认,
"Default Account",默认帐户,
"Default Cash Denominations",,
"Default Location",默认仓库,
Defaults,默认,
Delete,删除,
"Delete ${0}?","删除 ${0}？",
"Delete Account",删除帐户,
"Delete Failed",删除失败,
"Delete Group",删除组,
Delivered,交付,
Denomination,,
Department,,
Depreciation,折旧,
"Depreciation Entry",折旧条目,
Description,描述,
Designation,,
Details,详细信息,
"Device ID",,
"Device is offline. Please connect to a network to continue.",,
"Difference Amount",,
"Direct Expenses",直接开支,
"Direct Income",直接收入,
"Directory for database file ${0} does not exist, please select the file manually","数据库文件 ${0} 的目录不存在，请手动选择该文件",
Disabled,有残疾的,
"Discount Account",折扣帐户,
"Discount Account is not set.",未设置折扣帐户,
"Discount Amount",折扣金额,
"Discount Amount (${0}) cannot be greated than Amount (${1}).","折扣金额 (${0}) 不能大于金额 (${1})",
"Discount Percent",折扣百分比,
"Discount Percent (${0}) cannot be greater than 100.","折扣百分比 (${0}) 不能大于100",
"Discount Percentage",,
"Discount Type",,
"Discounted Amount",贴现金额,
Discounts,折扣,
"Display Amount In Words",,
"Display Description In Invoice",,
"Display Doc",显示单据,
"Display Logo in Invoice",在发票上显示标志,
"Display Precision",显示精度,
"Display Precision should have a value between 0 and 9.","显示精度应具有介于 0 和 9 之间的值。",
"Display Scale",显示比例,
"Display Terms and Conditions",,
"Display Time In Invoice",,
"Display the company CNAS employer article number on printed documents. Legally required on Algerian invoices per Article 11 of the Commercial Code.",,
"Display the company Capital Social (share capital) on printed documents.",,
"Display the company NIF (Tax ID) on printed documents. Legally required on Algerian invoices per Article 11 of the Commercial Code.",,
"Display the company NIS (Statistical ID) on printed documents.",,
"Display the company RC (Registre de Commerce) number on printed documents.",,
"Dividends Paid",已支付股息,
"Do not Contact",,
"Doc ${0} ${1} not set","未设置单据 ${0} ${1} ",
Docs,文档,
"Document Name",,
Documentation,文档,
"Does Not Contain",不包含,
Done,结束,
Dr.,借方,
"Dr. ${0}","借方 ${0}",
Draft,草稿,
Duplicate,重复,
"Duplicate Entry",重复条目,
"Duplicate Template",复制模板,
"Duplicate columns found: ${0}","发现重复列: ${0}",
"Duties and Taxes",关税和税率,
"Dynamic Link",动态链接,
"ERP Sync Items",,
"ERPNext Sync",,
"ERPNext Sync Queue",,
"ERPNext Sync Settings",,
"Earnest Money",定金,
Earnings,,
Eight,,
Eighteen,,
Eighty,,
"Electronic Equipments",电子设备,
Eleven,,
Email,电子邮件,
"Email Address",电子邮件地址,
"Emergency Leave",,
Employee,,
"Employee ""${0}"" was not found",,
"Employee CNAS",,
"Employee CNAS (9%)",,
"Employee CNAS contribution rate as a percentage of gross salary. Default 9%.",,
"Employee Name",,
"Employee is required to compute the salary slip payroll",,
Employees,,
"Employer CNAS",,
"Employer CNAS (26%)",,
"Employer CNAS contribution rate as a percentage of gross salary. Default 26%.",,
Employment,,
"Employment Type",,
Empty,空的,
"Empty file selected",已选择空文件,
"Enable Barcodes",启用条形码,
"Enable Batches",启用批次,
"Enable Coupon Code",,
"Enable Discount Accounting",启用折扣会计,
"Enable ERPNext Sync",,
"Enable Form Customization",启用表单自定义,
"Enable Inventory",启用库存,
"Enable Invoice Returns",,
"Enable Item Enquiry",,
"Enable Item Group",,
"Enable Lead",,
"Enable Loyalty Program",,
"Enable POS Without Inventory",,
"Enable Partial Payment",,
"Enable Partial payment to pay partial amount",,
"Enable Point of Sale",,
"Enable Price List",启用价格表,
"Enable Pricing Rule",,
"Enable Serial Number",启用序列号,
"Enable UOM Conversion",启用计量单位转换,
Enabled,启用,
"Enabled For",为启用,
"End Date",,
Endpoints,,
"Enter Country to load States",输入国家以加载状态,
"Enter State",输入状态,
"Enter barcode",输入条形码,
"Enter weight barcode",,
"Entertainment Expenses",业务招待费,
Entry,条目,
"Entry Currency",输入货币,
"Entry Label",入口标签,
"Entry No",输入编号,
"Entry No.",条目编号,
"Entry Type",输入类型,
"Entry has Grand Total ${0}. Please verify amounts.","条目的总计为 ${0}。请核实金额",
Equity,权益,
Error,错误,
"Exchange Gain/Loss",汇兑收益/亏损,
"Exchange Rate",汇率,
"Excise Entry",消费税条目,
"Existing Company",现有公司,
Expand,展开,
"Expected Amount",,
Expense,费用,
"Expense Account",费用账户,
Expenses,成本,
"Expenses Included In Valuation",计价费用,
Expired,,
"Expiry Date",截止日期,
"Expiry Duration",,
Export,导出,
"Export Failed",导出失败,
"Export Format",导出格式,
"Export Successful",导出成功,
"Export Wizard",导出向导,
"FBooks Integration Version",,
Failed,失败,
"Failed to load batches",,
Fax,传真,
Features,特征,
Feb,,
February,二月,
"Fetch Data From ERPNext",,
"Fetch From ERPNext Queue",,
Field,字段,
Fieldname,字段名称,
"Fieldname ${0} already exists for ${1}"," ${1} 的字段名 ${0} 已存在",
"Fieldname ${0} already used for Custom Field ${1}","字段名 ${0} 已用于自定义字段 ${1}",
Fieldtype,字段类型,
Fifteen,,
Fifty,,
"File ${0} does not exist.","文件 ${0} 不存在",
"File selection failed",文件选择失败,
Fill,填充,
Filter,过滤器,
"Filter by Group",,
"Financial Year",,
"First Name",,
"Fiscal Year",财政年度,
"Fiscal Year End Date",财政年度结束日期,
"Fiscal Year Start Date",财政年度开始日期,
Five,,
"Fix Failed",修复失败,
"Fixed Asset",固定资产,
"Fixed Assets",固定资产,
Float,浮动,
Floor,,
"Floor for the professional expense abatement (DZD). Narrow-band smoothing only — see code comment in payroll.ts. Not applied to match the official worked example.",,
"Following cells have errors: ${0}.","以下单元格有错误: ${0}",
"Following links do not exist: ${absentLinks .map((l) =>","以下链接不存在: ${absentLinks .map((l) =>",
Font,字体,
"Footer Content",,
"Footer Height (cm)",,
"Footer Image",,
"Footer Mode",,
"Footer content: text for Text mode, image file path for Image mode, or raw HTML for HTML mode. Supports {{ print.field }} interpolation.",,
"For Purchase",用于采购,
"For Sales",用于销售,
"Forbidden Error",禁止的错误,
"Form Section",表格部分,
"Form Tab",表单选项卡,
"Form Type",表单类型,
Forty,,
Four,,
Fourteen,,
Fr,,
Fraction,分数,
"Fraction Units",分数单位,
"Frappe Books does not have access to the selected file: ${0}","Frappe Books无权访问所选文件: ${0}",
"Free Item",,
"Free item ""${0}"" was not added due to zero quantity",,
"Free items out of stock: ${0}",,
"Freight and Forwarding Charges",运费和转运费用,
From,从,
"From Account",从帐户,
"From Date",从日期,
"From Lead",,
"From Loc.",,
"From Year",从年份,
"Full Name",全名,
Full-time,,
"Furnitures and Fixtures",家具和固定设备,
"G50 - IRG Declaration",,
GST,,
"GST Registration",,
GSTIN,,
"GSTIN No.","GSTIN 编号",
GSTR1,GSTR1,
GSTR2,GSTR2,
"Gain/Loss on Asset Disposal",资产处置损益,
General,常规,
"General Ledger",总帐,
"Get Started",开始使用,
Global,全局,
"Go back to the previous page",返回上一页,
Gram,克,
"Grand Total",总计,
"Greater Than",大于,
Green,绿色,
"Grid View",,
"Gross Salary",,
"Gross Wages",,
"Group By",按分组,
HSN/SAC,HSN/SAC,
"HSN/SAC Code","HSN/SAC 代码",
HTML,,
"Half Yearly",每半年,
"Half Years",半年后,
Half-day,,
"Has Batch",具有批次,
"Has Serial Number",具有序列号,
"Header Content",,
"Header Footer",,
"Header Height (cm)",,
"Header Image",,
"Header Mode",,
"Header content: text for Text mode, image file path for Image mode, or raw HTML for HTML mode. Supports {{ print.field }} interpolation.",,
"Height (in cm)",高度(cm),
Held,,
"Held Button Colour",,
Help,帮助,
"Hex Value",十六进制值,
"Hidden values will be visible on Print on.",隐藏值将在打印时显示,
"Hide Get Started",隐藏入门,
"Hide Group Amounts",隐藏组金额,
"Hide Month/Year",隐藏月/年,
"Hide Unavailable Items",,
"Hides the Get Started section from the sidebar. Change will be visible on restart or refreshing the app.","从边栏中隐藏“入门”部分。 更改将在重新启动或刷新应用程序时可见。",
"Hire Date",,
"Hold Q and type digits to set selected item quantity",,
Holiday,,
Hour,小时,
Hours,,
"Hours Worked",,
Housing,,
Hundred,,
ID,,
INR,INR,
"IRG (Income Tax)",,
"IRG Bracket 1 Limit",,
"IRG Bracket 1 Rate",,
"IRG Bracket 2 Limit",,
"IRG Bracket 2 Rate",,
"IRG Bracket 3 Limit",,
"IRG Bracket 3 Rate",,
"IRG Bracket 4 Rate",,
"IRG Brackets",,
"IRG Monthly Declaration (G50)",,
"If any entry form is open, save the details. Otherwise, save the invoice.",,
"If any entry form is open, your entry will be canceled. Otherwise the selected items will be removed.",,
"Ignore Pricing Rule",,
Image,图像,
"Import Complete",导入完成,
"Import Data",导入数据,
"Import Data.",导入数据,
"Import Type",导入类型,
"Import Wizard",导入向导,
"Importer not set, reload tool",导入器未设置，重新加载工具,
"In stock",,
Inactive,不活跃的,
"Include Cancelled",包括已取消,
Income,损益,
"Income Account",收入账户,
"Income tax rate (%) for the 0% band — 0 to 30,000 DZD.",,
"Income tax rate (%) for the 23% band — 30,001 to 120,000 DZD.",,
"Income tax rate (%) for the 27% band — 120,001 to 360,000 DZD.",,
"Income tax rate (%) for the top bracket — above 360,000 DZD.",,
"Increase print template display scale",增加打印模板显示比例,
Indigo,靛蓝,
"Indirect Expenses",间接开支,
"Indirect Income",间接收入,
Inflow,流入,
"Initial Sync Data",,
"Instance Id","实例 ID",
"Insufficient Quantity",数量不足,
"Insufficient Quantity.",数量不足,
"Insufficient Quantity. Item ${0} has only ${1} quantities available. you selected ${2}",,
Int,,
"Integration Error Log",,
Interested,,
"Intergrated Tax",综合所得税,
"Internal Precision",内部精度,
"Invalid HSN Code.",,
"Invalid Key Error",无效密钥错误,
"Invalid Quantity for Item ${0}",,
"Invalid barcode value ${0}.","无效条形码值 ${0}",
"Invalid value ${0} for ${1}","${1} 的值 ${0} 无效",
"Invalid value found for ${0}","为 ${0} 找到无效值",
Inventory,库存,
"Inventory Items",,
"Inventory Settings",库存设置,
Investments,投资,
Invoice,发票,
"Invoice Created",已创建发票,
"Invoice Date",发票日期,
"Invoice Item",发票商品,
"Invoice No",发票号码,
"Invoice No.",采购订单编号,
"Invoice Value",发票面额,
Invoices,发票,
Is,是,
"Is Coupon Code Based",,
"Is Custom",是否定制,
"Is Empty",是空的,
"Is Enabled",,
"Is Group",是组,
"Is Landscape",是否景观,
"Is Not",不是,
"Is Not Empty",不为空,
"Is POS Shift Open",,
"Is Price List Enabled",是否启用价目表,
"Is Pricing Rule Enabled",,
"Is Recursive",,
"Is Required",是否需要,
"Is Sync Enabled",,
"Is Whole",完整,
Item,商品,
"Item ${0} has Zero Quantity",,
"Item ${0} is a batched item","商品 ${0} 是批次商品",
"Item ${0} is not a batched item","商品 ${0} 不是批次商品",
"Item ${0} is out of stock (quantity is zero)",,
"Item ${0} not found",,
"Item ${0} not in Stock",,
"Item ${0} only has ${1} Quantity",,
"Item ${0} only has ${1} Quantity in batch ${2}",,
"Item Code",,
"Item Code Digits",,
"Item Description",商品描述,
"Item Discounts",,
"Item Enquiry",,
"Item Group",,
"Item Name",商品名称,
"Item Prices",商品价格,
"Item Visibility",,
"Item enquiry submitted",,
"Item with From location not found",未找到带有发件人仓库的商品,
"Item with To location not found",未找到含有收件人仓库的商品,
"Item with barcode ${0} not found.","未找到带有条形码 ${0} 的商品",
ItemCode,,
Items,商品,
Jan,,
January,一月,
"John Doe",全名,
"Journal Entries",日记帐,
"Journal Entry",日记帐,
"Journal Entry Account",日记帐帐户,
"Journal Entry Number Series",日记账编号,
"Journal Entry Print Template",日记帐打印模板,
Jul,,
July,七月,
Jun,,
June,六月,
"Key Hints",关键提示,
Kg,千克,
Label,标签,
Language,语言,
"Last Name",,
Late,,
Lead,,
"Leave Application",,
"Leave Applications",,
"Left Index",左索引,
"Legal Deadline",,
"Legal Expenses",法律开支,
"Less Filters",减少过滤器,
"Less Than",少于,
Liability,负债,
Limit,限制,
Link,链接,
"Link Validation Error",链接验证错误,
"Linked Entries",链接条目,
List,列表,
"List View",列表视图,
"Load an existing company from your computer",从电脑加载现有公司,
"Loading Report...",正在加载报告...,
"Loading instance...",正在加载实例...,
Loading...,正在加载...,
"Loans (Liabilities)",贷款（负债）,
"Loans and Advances (Assets)",贷款和垫款（资产）,
Locale,仓库设置,
Location,仓库,
"Location Name",仓库名,
Logo,徽标,
"Loyalty Point Entry",,
"Loyalty Points",,
"Loyalty Points Redemption",,
"Loyalty Program",,
"Loyalty Program Tier",,
"Loyalty program has expired and cannot be applied",,
"Loyalty program has expired or reached maximum usage",,
MISSING_NIN,,
"Make Entry",进行条目,
"Make Payment On Submit",提交时付款,
"Make Purchase Receipt On Submit",提交购买收据,
"Make Shipment On Submit",提交后发货,
"Mandatory Error",强制性错误,
Manufacture,制造,
"Manufacture Date",生产日期,
Mar,,
"Mar 23, 2022","03 23"," 2022"
March,三月,
"Mark ${0} as submitted?","将 ${0} 标记为已提交？",
"Marketing Expenses",营销费用,
"Material Issue",材料问题,
"Material Receipt",材料收据,
"Material Transfer",材料转运,
Maternity,,
"Max Amount",,
"Max Qty (As Per Stock Unit)",,
Maxed,,
"Maximum Amount should be greater than the Minimum Amount.",,
"Maximum Amount should be lesser than Pricing Rule's Maximum Amount",,
"Maximum Quantity should be greater than the Minimum Quantity.",,
"Maximum Use",,
May,五月,
Meter,米,
Million,,
"Min Amount",,
"Min Qty (As Per Stock Unit)",,
"Minimum Amount should be greather than the Pricing Rule's Minimum Amount.",,
"Minimum Amount should be less than the Maximum Amount.",,
"Minimum Quantity should be less than the Maximum Quantity.",,
"Minimum Total Spent",,
Misc,杂项,
Miscellaneous,其它,
"Miscellaneous Expenses",杂项费用,
Mo,,
Mobile,,
Modern,,
Modified,已修改,
"Modified By",修改者,
Month,,
Monthly,每月一次,
Months,月份,
More,更多,
"More Filters",更多过滤器,
"More shortcuts will be added soon.",不久将添加更多快捷方式,
"Movement Type",动作类型,
NIF,,
NIN,,
"NIN (required)",,
NIS,,
Name,名称,
Navigate,导航,
"Need ${0} Serial Numbers for Item ${1}. You have provided ${2}",,
"Net Pay",,
"Net Social",,
"Net Total",总金额,
"New ${0}","新建 ${0}",
"New ${0} ${1}","新 ${0} ${1}",
"New Account",新建账户,
"New Company",新公司,
"New Entry",新条目,
"New Template",新模板,
Nine,,
Nineteen,,
Ninety,,
No,否,
"No Display Entries Found",未找到显示条目,
"No Print Templates not found for entry type ${0}","未找到条目类型 ${0} 的打印模板",
"No Value",无数值,
"No Values to be Displayed",无值显示,
"No entries found",没有发现记录,
"No entries were imported.",没有输入任何条目,
"No expenses in this period",这期间没有任何费用,
"No filters selected",没有选择过滤器,
"No linked entries found",未找到链接条目,
"No results found",没有找到结果,
"No results found, disable filters",,
"No rows added. Select a file or add rows.",未添加行。选择文件或添加行,
"No transactions yet",没有交易,
"Non Active Serial Number ${0} cannot be used as Manufacture raw material","非活动序列号 ${0} 不能用作制造原材料",
"Non Active Serial Number ${0} cannot be used for Material Issue","非活动序列号 ${0} 不能用于材料发放",
"Non Active Serial Number ${0} cannot be used for Material Transfer","非活动序列号 ${0} 不能用于材料转运",
"Non Inactive Serial Number ${0} cannot be used for Material Receipt","非不活动序列号 ${0} 不能用于材料收据",
"Non-Inventory Items",,
None,无,
"Not Found",未找到,
"Not Saved",未保存,
"Not Submitted",未提交,
"Not Transferred",未转让,
Notes,备注,
Nov,,
November,十一月,
"Number Display",数字显示,
"Number Series",系列号,
"Number of ${0}","${0} 的数量",
"Number of Rows",行数,
"Numéro d'Identification Fiscale — 15-digit tax identification number assigned by the Algerian tax authority. Legally required on all invoices per Article 11 of the Commercial Code.",,
"Numéro d'Identification Nationale — legally mandatory per the 2026 Finance Law (required on the DAS declaration).",,
"Numéro d'Identification Statistique — statistical identification number assigned by the National Office of Statistics (ONS). Required on official documents.",,
Oct,,
October,十月,
"Office Equipments",办公设备,
"Office Maintenance Expenses",办公室维修费用,
"Office Rent",办公室租金,
Okay,好的,
"Onboarding Complete",入职完成,
One,,
"Only From or To can be set for Manufacture","只能为 ""制造地 ""设置 ""从 ""或 ""到""。",
Open,,
"Open Count",公开计数,
"Open Documentation",公开文档,
"Open Folder",打开文件夹,
"Open POS Shift",,
"Open Print View",打开打印视图,
"Open Print View if Print is available.",如果可以打印，则打开打印视图,
"Open Quick Search",打开快速搜索,
