${0},,
"Add transfer terms","Adicionar termos de transferência",
"Add'l Discounts","Descontos Adicionais",
"Additional ${0} Serial Numbers required for ${1} quantity of ${2}.","${0} números de série adicionais são requeridos para ${1} qtd de ${2}",
"Additional quantity (${0}) required${1} to make outward transfer of item ${2} from ${3} on ${4}","(${0}) qtd adicionais requeridas no ${1} para transferir o item ${2} do ${3} para ${4}",
Address,Endereço,
"Address Display","Endereço a ser exibido",
"Address Line 1","Linha de endereço 1",
"Address Line 2","Linha de endereço 2",
"Address Name","Nome do endereço",
"Administrative Expenses","Despesas administrativas",
Alert,,
All,Todos,
"Allow to bypass filters",,
"Allowances Total",,
Amount,Montante,
"Amount Paid","Montante pago",
"Amount: ${0} and writeoff: ${1} is less than the total amount allocated to references: ${2}.","Balanço: ${0} e desconto: ${1} é menor do que o montante total atribuído às referências: ${2}.",
"Amount: ${0} is less than the total amount allocated to references: ${1}.","Balanço: ${0} é menor do que o montante total atribuído às referências: ${1}.",
Amounts,Balanço,
"An entry is cancelled only if it is in the submitted state.","Um registro só pode ser cancelado se ele estiver no estado enviado.",
"An entry is submitted only if it is submittable and is in the saved state.","Um registro só pode ser enviado se ele é submissível e estiver em um estado salvo.",
"An error occurred.","Ocorreu um erro.",
And,,
"Annual Leave",,
"Annual Wage Declaration (DAS)",,
"Applicable anywhere in Frappe Books","Aplicável em qualquer lugar no ContaMax",
"Applicable when POS is open",,
"Applicable when Quick Search is open","Aplicável quando a busca rápida está aberta.",
"Applicable when Template Builder is open","Aplicável quando o editor de modelo está aberto.",
"Applicable when a entry is open in the Form view or Quick Edit view","Aplicável quando o registro está aberto no formulário ou na entrada rápida.",
"Applicable when the List View of an entry type is open","Aplicável quando a lista de registros está aberta.",
"Application of Funds (Assets)","Aplicação de Fundos (Activos)",
"Applied Coupon Codes",,
"Applied Items",,
Apply,,
"Apply Discount After Tax","Aplicar Desconto depois dos Impostos",
"Apply Price List",,
"Apply and view changes made to the print template","Aplicar e visualizar mudanças no formato de impressão",
Approved,,
Apr,,
April,Abril,
Arial,,
"Ascending Order","Ordem Crescente",
Asset,Ativo,
"Attach Image","Anexar Imagem",
Attachment,Anexo,
Attendance,,
Aug,,
August,Agosto,
"Auth Token",,
"Auto Payments","Pagamentos automáticos",
"Auto Stock Transfer","Transferência automática de estoque",
Autocomplete,Autocompletar,
"Available Loyalty Points",,
Back,Voltar,
"Back Reference",Contra-referência,
"Bad import data, could not read file.","Arquivo mal formatado, não foi possível ler o arquivo.",
Balance,Balanço,
"Balance Amount","Valor do Balanço",
"Balance Sheet",Balanço,
Bank,Banco,
"Bank Accounts","Contas bancárias",
"Bank Details",,
"Bank Entry","Registro Bancário",
"Bank Name","Nome do Banco",
"Bank Overdraft Account","Conta de Cheque Especial",
Barcode,"Código de Barras",
"Barcode ${0} has an invalid length.",,
"Barcode must be exactly 12 digits.",,
"Base Grand Total","Total Geral",
"Base Salary",,
"Based On","Com base em",
Batch,Lote,
"Batch ${0} does not belong to Item ${1}",,
"Batch ${0} only has ${1} quantity available but ${2} is required",,
"Batch Series",,
"Batch Series cannot contain the following characters: /, ?, &, =, %",,
"Batch not set for row ${0}.","Nº de Lote não definido para a linha ${0}",
"Batch set for row ${0}.","Nº e Lote definido para a linha ${0}",
"Before 31 March ${0}",,
"Bill Created","Venda Criado",
Billing,Faturamento,
Billion,,
Black,Preto,
Blue,Azul,
Bonus,,
Both,Ambos,
"Both From and To Location cannot be undefined","Endereço de Origem e Destino não podem estar em branco",
Buildings,Edifícios,
CHE-123.456.789,,
CIN,,
CNAS,,
"CNAS Employee Rate",,
"CNAS Employer Rate",,
"CNAS Number",,
"Can Change Discount",,
"Can Change Rate",,
Cancel,Cancelar,
"Cancel ${0}?","Cancelar ${0}",
"Cancel Button Colour",,
"Cancel or Delete an entry.","Cancelar ou Deletar um registro",
Cancelled,Cancelado,
"Cannot Commit Error","Não foi possível salvar no banco devido a um erro",
"Cannot Delete","Não foi possivel deletar",
"Cannot Delete Account","Não é possivel deletar a conta",
"Cannot Export","Não foi possivel exportar",
"Cannot Import","Não foi possível importar",
"Cannot Open File","Não foi possível abrir o arquivo",
"Cannot add an item to a submitted invoice.",,
"Cannot cancel ${0} ${1} because of the following ${2}: ${3}","Não foi possivel cancelar ${0} ${1} devido ${2}: ${3}",
"Cannot cancel ${0} because of the following ${1}: ${2}","Não foi possível cancelar ${0} devido ${1}: ${2}",
"Cannot delete ${0} ""${1}"" because of linked entries.","Não foi possivel cnacelar ${0}: ${1} devido a registros ligados",
"Cannot open file","Não foi possível abrir o arquivo",
"Cannot perform operation.","Não foi possível realizar a operação",
"Cannot read file","Não foi possível ler o arquivo",
"Capital Equipments","Equipamentos de Capital",
"Capital Stock","Capital social",
Cash,Dinheiro,
"Cash Denominations",Moeda/Nota,
"Cash Entry","Registro de Caixa",
"Cash In Denominations",,
"Cash In Hand",Caixa,
Cashflow,"Fluxo de caixa",
Casual,,
"Casual Leave",,
Ceil,,
"Ceiling for the professional expense abatement (DZD). Narrow-band smoothing only — see code comment in payroll.ts. Not applied to match the official worked example.",,
"Central Tax","Imposto Central",
"Change DB","Modificar Banco de Dados",
"Change File","Modificar Arquivo",
"Change Ref Type","Modificar tipo de Referência",
"Changes made to settings will be visible on reload.","As alterações só serão visíveis depois de carregar",
Chargeable,,
"Chart Of Accounts Reviewed","Plano de Contas Revisado",
"Chart of Accounts","Plano de contas",
Check,Verificar,
"Check Digits",,
"City / Town",Cidade,
Classic,,
Clear,Limpar,
"Clear Synced Data From ERPNext SyncQueue",,
"Clearance Date","Data de Apuramento",
"Clearance Date not set.",,
"Clicking continue will remove all the selected items.",,
Close,Fechar,
"Close Frappe Books and try manually.","Fechar o MaxConta e tentar manualmente",
"Close POS Shift","Fechar o PDV",
"Close Quick Search","Fechar a Busca Rápida",
Closing,Fechando,
"Closing ${0} Amount can not be negative.","O valor de Fechamento ${0} não pode ser negativo.",
"Closing (Cr)","Encerramento (Cr)",
"Closing (Dr)","Encerramento (Dr)",
"Closing Amount","Valor de Fechamento",
"Closing Amounts",,
"Closing Cash",,
"Closing Cash In Denominations","Total de Moedas/Notas no Fechamento",
"Closing Date","Data de Fechamento",
Code,,
Collapse,Reduzir,
"Collection Factor",,
"Collection Rules",,
Color,Cor,
Colour,,
"Commission on Sales","Comissão de Vendas",
Common,Comum,
Company,Empresa,
"Company Logo","Logótipo da empresa",
"Company Name","Nome da empresa",
"Company Setup","Configuração da Empresa",
Completed,Concluído,
Condition,Condição,
"Consolidate Columns","Consolidar Colunas",
Consumer,,
Contact,,
Contacts,Contatos,
Contains,Contém,
Continue,,
"Continue submitting Sales Invoice?","Enviar o Registro de Vendas?",
"Contra Entry","Contra entrada",
"Conversion Error","Erro de Conversão",
"Conversion Factor","Fator de Conversão",
Converted,,
"Cost Of Goods Sold Acc.","Custo de bens vendidos (acm)",
"Cost of Goods Sold","Custo de bens vendidos",
"Could not connect to database file ${0}, please select the file manually","Não foi possivel conectar ao arquivo de banco de dados ${0}, por favor verifique o arquivo manualmente.",
Count,Contar,
"Counter Cash Account","Conta de Contagem de Dinheiro",
Country,País,
"Country Code",,
"Country code used to initialize regional settings.","Código de País para inicializar as configurações regionais",
"Coupon ${0} is not applicable for applied items.",,
"Coupon Code",,
"Coupon Name",,
Coupons,,
Courier,Transportadora,
Cr.,Cr.,
"Cr. ${0}","Cr. ${0}",
Create,Criar,
"Create Demo","Criar Demonstração",
"Create Payment.",,
"Create Purchase","Criar Despesa",
"Create Purchase Invoice","Criar Receita",
"Create Sale","Criar Venda",
"Create Sales Invoice","Criar Venda",
"Create a demo company to try out Frappe Books","Crie uma empresa de demonstração e teste o MaxConta",
"Create a new company and store it on your computer","Criar uma nova empresa e armazene seus dados no seu PC.",
"Create a new company or select an existing one from your computer","Criar uma nova empresa ou selecionar uma empresa existente no seu PC.",
"Create a new entry of the same type as the List View","Criar um novo registro do mesmo tipo da Lista",
"Create new ${0} entry?","Criar novo registro ${0}",
"Create your first purchase invoice from the created supplier","Criar minha primeira despesa para um fornecedor",
"Create your first sales invoice for the created customer","Criar minha primeira venda para um cliente",
Created,Criado,
"Created By","Criado por",
"Creating Items and Parties","Criando Items e Participantes",
"Creating Journal Entries","Criando Registros Financeiros",
"Creating Purchase Invoices","Criando Registros de Despesas",
Credit,Crédito,
"Credit Card Entry","Registro de Cartão de Crédito",
"Credit Note","Nota de Crédito",
Creditors,Fornecedores,
Currency,Moeda,
"Currency Name","Nome da moeda",
Current,Actual,
"Current Assets","Ativos correntes",
"Current Liabilities","Passivo corrente",
"Custom Field","Campo Extra",
"Custom Fields","Campos Extra",
"Custom Form","Formulário Personalizado",
"Custom Hex","Cores Hex Personalizadas",
Customer,Cliente,
"Customer Created","Cliente Criado",
"Customer Currency","Moeda do cliente",
"Customer has no loyalty points to redeem",,
Customers,Clientes,
Customizations,Personalizações,
"Customize Form","Personalizar Formulário",
"Customize your invoices by adding a logo and address details","Personalizar suas vendas adicionando um logo e endereço",
"DAS - Annual Wages",,
"DTS - Quarterly Wages",,
"Dark mode",,
Dashboard,Dashboard,
Data,Dados,
"Data Sync Interval (In Minutes)",,
"Database Error","Erro no Banco de Dados",
"Database file: ${0}","Arquivo do banco de dados: ${0}",
Date,Data,
"Date Format","Formato da data",
"Date Time","Data e Hora",
"Date of Birth",,
Day,Dia,
Debit,Débito,
"Debit Note","Nota de Débito",
Debtors,Devedores,
Dec,,
December,Dezembro,
"Decrease print template display scale","Reduzir zoom do formato de impressão",
Default,Padrão,
"Default Account","Conta por padrão",
"Default Cash Denominations","Moedas/Notas por Padrão",
"Default Location","Localização por Padrão",
Defaults,"Configurações padrões",
Delete,Eliminar,
"Delete ${0}?","Deletar ${0}?",
"Delete Account","Deletar a Conta?",
"Delete Failed","Falha ao Deletar",
"Delete Group","Deletar um Grupo",
Delivered,Entregue,
Denomination,Moedas/Notas,
Department,,
Depreciation,Depreciação,
"Depreciation Entry","Registro de Depreciação",
Description,Descrição,
Designation,,
Details,Detalhes,
"Device ID",,
"Device is offline. Please connect to a network to continue.",,
"Difference Amount","Valor de Diferença",
"Direct Expenses","Despesas diretas",
"Direct Income","Rendimento direto",
"Directory for database file ${0} does not exist, please select the file manually","O local do arquivo de banco de dados ${0} não existe, por favor selecione o arquivo manualemnte.",
Disabled,Desativado,
"Discount Account","Conta de Desconto",
"Discount Account is not set.","Conta de Desconto não está configurada",
"Discount Amount","Valor do Desconto",
"Discount Amount (${0}) cannot be greated than Amount (${1}).","O valor do desconto ${0} não pode ser maior que o total ${1}",
"Discount Percent","% do Desconto",
"Discount Percent (${0}) cannot be greater than 100.","O % do desconto não pode ser maior que 100.",
"Discount Percentage",,
"Discount Type",,
"Discounted Amount","Valor Descontado",
Discounts,Descontos,
"Display Amount In Words",,
"Display Description In Invoice",,
"Display Doc","Mostrar Documento",
"Display Logo in Invoice","Mostrar Logo no registro de vendas",
"Display Precision","Qtd de digitos",
"Display Precision should have a value between 0 and 9.","A Qtd de Digitos deve ter um valor entre 0 e 9.",
"Display Scale","Escala de Valor",
"Display Terms and Conditions",,
"Display Time In Invoice",,
"Dividends Paid","Dividendos pagos",
"Do not Contact",,
"Doc ${0} ${1} not set","Registro ${0} ${1} não existe",
Docs,Registros,
"Document Name",,
Documentation,Documentação,
"Does Not Contain","Não Contém",
Done,Feito,
Dr.,Db.,
"Dr. ${0}","Db. ${0}",
Draft,Editando,
Duplicate,Duplicar,
"Duplicate Entry","Duplicar Registro",
"Duplicate Template","Duplicar Modelo",
"Duplicate columns found: ${0}","Colunas em duplicidade: ${0}",
"Duties and Taxes","Impostos e Taxas",
"Dynamic Link","Vínculo Dinâmico",
"ERP Sync Items",,
"ERPNext Sync",,
"ERPNext Sync Queue",,
"ERPNext Sync Settings",,
"Earnest Money","Dinheiro Ganho",
Earnings,,
Eight,,
Eighteen,,
Eighty,,
"Electronic Equipments","Equipamentos electrônicos",
Eleven,,
Email,Email,
"Email Address","Endereço de correio electrônico",
"Emergency Leave",,
Employee,,
"Employee ""${0}"" was not found",,
"Employee CNAS",,
"Employee CNAS (9%)",,
"Employee CNAS contribution rate as a percentage of gross salary. Default 9%.",,
"Employee Name",,
"Employee is required to compute the salary slip payroll",,
Employees,,
"Employer CNAS",,
"Employer CNAS (26%)",,
"Employer CNAS contribution rate as a percentage of gross salary. Default 26%.",,
Employment,,
"Employment Type",,
Empty,Vazio,
"Empty file selected","O arquivo selecionado está vazio",
"Enable Barcodes","Habilitar códigos de barras",
"Enable Batches","Habilitar nº de lote",
"Enable Coupon Code",,
"Enable Discount Accounting","Ativar registro de descontos",
"Enable ERPNext Sync",,
"Enable Form Customization","Ativar customização de formulário",
"Enable Inventory","Ativar Estoque",
"Enable Invoice Returns","Habilitar Devoluções em Vendas/Compras",
"Enable Item Enquiry",,
"Enable Item Group",,
"Enable Lead",,
"Enable Loyalty Program",,
"Enable POS Without Inventory",,
"Enable Partial Payment",,
"Enable Partial payment to pay partial amount",,
"Enable Point of Sale","Ativar Ponto de Venda",
"Enable Price List","Ativar lista de preços",
"Enable Pricing Rule",,
"Enable Serial Number","Habilitar Nº de Série",
"Enable UOM Conversion","Habilitar Conversão de Unidade",
Enabled,Habilitado,
"Enabled For","Habilitado para ",
"End Date",,
Endpoints,,
"Enter Country to load States","Selecionar o País antes de selecionar o estado",
"Enter State","Selecionar o estado",
"Enter barcode","Digitar código de barras",
"Enter weight barcode",,
"Entertainment Expenses","Despesas de Entretenimento",
Entry,Registro,
"Entry Currency","Moeda do Registro",
"Entry Label","Etiqueta do Registro",
"Entry No","Nº de entrada",
"Entry No.","Nº de entrada",
"Entry Type","Tipo de entrada",
"Entry has Grand Total ${0}. Please verify amounts.","O Registro tem o Total de ${0}. Verifique os valores.",
Equity,Equidade,
Error,Erro,
"Exchange Gain/Loss","Ganho/perda cambial",
"Exchange Rate","Taxa de Câmbio",
"Excise Entry","Entrada do Exercício",
"Existing Company","Empresa Existente",
Expand,Expandir,
"Expected Amount","Valor Esperado",
Expense,Despesa,
"Expense Account","Conta de Despesa",
Expenses,Despesas,
"Expenses Included In Valuation","Despesas Incluídas na Avaliação",
Expired,,
"Expiry Date","Data de Vencimento",
"Expiry Duration",,
Export,Exportar,
"Export Failed","Exportação falhou",
"Export Format","Formato de exportação",
"Export Successful","Exportação bem sucedida",
"Export Wizard","Assistente de exportação",
"FBooks Integration Version",,
Failed,Falhou,
"Failed to load batches",,
Fax,Fax,
Features,Funcionalidades,
Feb,,
February,Fevereiro,
"Fetch Data From ERPNext",,
"Fetch From ERPNext Queue",,
Field,Campo,
Fieldname,"Nome do Campo",
"Fieldname ${0} already exists for ${1}","O campo ${0} já existe para ${1}",
"Fieldname ${0} already used for Custom Field ${1}","O campo ${0} já está sendo usado como campo personalizado ${1}",
Fieldtype,"Tipo de Campo",
Fifteen,,
Fifty,,
"File ${0} does not exist.","Arquivo ${0} não existe.",
"File selection failed","Falha ao selecionar o arquivo",
Fill,Preencher,
Filter,Filtro,
"Filter by Group",,
"Financial Year",,
"First Name",,
"Fiscal Year","Ano Fiscal",
"Fiscal Year End Date","Data de término do Ano Fiscal",
"Fiscal Year Start Date","Data de início do ano fiscal",
Five,,
"Fix Failed","Falha na Correção",
"Fixed Asset","Ativo Fixo",
"Fixed Assets","Ativos Fixos",
Float,Decimal,
Floor,,
"Floor for the professional expense abatement (DZD). Narrow-band smoothing only — see code comment in payroll.ts. Not applied to match the official worked example.",,
"Following cells have errors: ${0}.","As células seguintes tem erros: ${0}",
"Following links do not exist: ${absentLinks .map((l) =>",,
Font,Fonte,
"For Purchase","Para compra",
"For Sales","Para venda",
"Forbidden Error","Erro proibido",
"Form Section","Seção de Formulário",
"Form Tab","Aba do Formulário",
"Form Type","Tipo de Formulário",
Forty,,
Four,,
Fourteen,,
Fr,Se,
Fraction,Fração,
"Fraction Units","Unidades de Fração",
"Frappe Books does not have access to the selected file: ${0}","MaxConta não tem permissão para acessar o arquivo: ${0}",
"Free Item",,
"Free item ""${0}"" was not added due to zero quantity",,
"Free items out of stock: ${0}",,
"Freight and Forwarding Charges","Taxas de frete e de remessa",
From,De,
"From Account","De Conta",
"From Date","A partir de Data",
"From Lead",,
"From Loc.","Desde a Localização",
"From Year","Desde o Ano",
"Full Name","Nome completo",
Full-time,,
"Furnitures and Fixtures","Móveis e equipamentos",
"G50 - IRG Declaration",,
GST,,
"GST Registration",,
GSTIN,,
"GSTIN No.","GSTIN No.",
GSTR1,GSTR1,
GSTR2,GSTR2,
"Gain/Loss on Asset Disposal","Ganho/Perda na Alienação de Bens",
General,Geral,
"General Ledger","Livro Financeiro",
"Get Started",Iniciar,
Global,,
"Go back to the previous page","Ir para a página anterior",
Gram,Gramas,
"Grand Total","Total geral",
"Greater Than","Maior do que",
Green,Verde,
"Grid View",,
"Gross Salary",,
"Gross Wages",,
"Group By","Agrupar por",
HSN/SAC,HSN/SAC,
"HSN/SAC Code",,
"Half Yearly",Semestralmente,
"Half Years",Semestral,
Half-day,,
"Has Batch","Tem Nº de Lote",
"Has Serial Number","Tem Nº de Série",
"Height (in cm)","Altura (em cm)",
Held,,
"Held Button Colour",,
Help,Ajuda,
"Hex Value","Valor hexadecimal",
"Hidden values will be visible on Print on.","Valores ocultos serão visiveis na impressão",
"Hide Get Started","Esconder a página de Inicio",
"Hide Group Amounts","Ocultar Agrupamento de Valores",
"Hide Month/Year","Ocultar Mês/Ano",
"Hide Unavailable Items",,
"Hides the Get Started section from the sidebar. Change will be visible on restart or refreshing the app.","Esconde a seção 'Início' da barra lateral. A alteração será visível ao reiniciar ou na atualização da aplicação.",
"Hire Date",,
"Hold Q and type digits to set selected item quantity",,
Holiday,,
Hour,Hora,
Hours,,
"Hours Worked",,
Housing,,
Hundred,,
ID,,
INR,,
"IRG (Income Tax)",,
"IRG Bracket 1 Limit",,
"IRG Bracket 1 Rate",,
"IRG Bracket 2 Limit",,
"IRG Bracket 2 Rate",,
"IRG Bracket 3 Limit",,
"IRG Bracket 3 Rate",,
"IRG Bracket 4 Rate",,
"IRG Brackets",,
"IRG Monthly Declaration (G50)",,
"If any entry form is open, save the details. Otherwise, save the invoice.",,
"If any entry form is open, your entry will be canceled. Otherwise the selected items will be removed.",,
"Ignore Pricing Rule",,
Image,Imagem,
"Import Complete","Importação Completa",
"Import Data","Importar Dados",
"Import Data.","Importar Dados",
"Import Type","Tipo de Importação",
"Import Wizard","Assistente de importação",
"Importer not set, reload tool","Importador não definido, recarregue por favor",
"In stock",,
Inactive,Inativo,
"Include Cancelled","Incluir registros cancelados",
Income,Rendimento,
"Income Account","Conta de Receita",
"Income tax rate (%) for the 0% band — 0 to 30,000 DZD.",,
"Income tax rate (%) for the 23% band — 30,001 to 120,000 DZD.",,
"Income tax rate (%) for the 27% band — 120,001 to 360,000 DZD.",,
"Income tax rate (%) for the top bracket — above 360,000 DZD.",,
"Increase print template display scale","Aumentar o zoom de exibição da impressão",
Indigo,,
"Indirect Expenses","Gastos Indiretos",
"Indirect Income","Rendimento indireto",
Inflow,Entradas,
"Initial Sync Data",,
"Instance Id","ID da instância",
"Insufficient Quantity","Qtd Insuficiente",
"Insufficient Quantity.","Qtd Insuficiente.",
"Insufficient Quantity. Item ${0} has only ${1} quantities available. you selected ${2}","Quantidade Insuficiente. Item ${0} tem apenas ${1} qtd disponíveis! Você selecionou ${2}",
Int,Inteiro,
"Integration Error Log",,
Interested,,
"Intergrated Tax","Impostos integrados",
"Internal Precision","Precisão Interna",
"Invalid HSN Code.",,
"Invalid Key Error","Erro: Tecla Inválida",
"Invalid Quantity for Item ${0}","Qtd Inválida para o Item ${0}",
"Invalid barcode value ${0}.","Código de barras inválido ${0}.",
"Invalid value ${0} for ${1}","Valor inválido ${0} para ${1}",
"Invalid value found for ${0}","Valor não encontrado para ${0}",
Inventory,Estoque,
"Inventory Items",,
"Inventory Settings","Configuração de estoque",
Investments,Investimentos,
Invoice,"Registro de Receita",
"Invoice Created","Registro de Receita Criada",
"Invoice Date","Data de faturamento",
"Invoice Item",Detalhamento,
"Invoice No","Nº de Registro",
"Invoice No.","Nº de Registro",
"Invoice Value","Valor da Receita",
Invoices,Receitas,
Is,É,
"Is Coupon Code Based",,
"Is Custom","È personalizado",
"Is Empty","É vazio",
"Is Enabled",,
"Is Group","É grupo",
"Is Landscape",Paisagem,
"Is Not","Não é",
"Is Not Empty","Não é vazio",
"Is POS Shift Open","O Caixa está aberto",
"Is Price List Enabled","A lista de preços está habilitada",
"Is Pricing Rule Enabled",,
"Is Recursive",,
"Is Required","É obrigatório",
"Is Sync Enabled",,
"Is Whole","É completo",
Item,Item,
"Item ${0} has Zero Quantity","Item ${0} está com a qtd zerada",
"Item ${0} is a batched item","Item ${0} tem nº de lote",
"Item ${0} is not a batched item","Item ${0} não tem nº de lote",
"Item ${0} is out of stock (quantity is zero)",,
"Item ${0} not found",,
"Item ${0} not in Stock","Item ${0} não é um item de estoque",
"Item ${0} only has ${1} Quantity",,
"Item ${0} only has ${1} Quantity in batch ${2}",,
"Item Code",,
"Item Code Digits",,
"Item Description","Descrição do Item",
"Item Discounts","Descontos do Item",
"Item Enquiry",,
"Item Group",,
"Item Name","Nome do Item",
"Item Prices","Preços do Item",
"Item Visibility",,
"Item enquiry submitted",,
"Item with From location not found","Item não encontrado na localização de origem",
"Item with To location not found","Item não encontrado na localização de destino",
"Item with barcode ${0} not found.","Item com código de barras ${0} não localizado",
ItemCode,,
Items,Items,
Jan,,
January,Janeiro,
"John Doe","José da Silva",
"Journal Entries","Registros Financeiros",
"Journal Entry","Registro Financeiro",
"Journal Entry Account","Conta de Registro Financeiro",
"Journal Entry Number Series","Série do Registro Financeiro",
"Journal Entry Print Template","Modelo do Registro Financeiro",
Jul,,
July,Julho,
Jun,,
June,Junho,
"Key Hints","Teclas de Atalho",
Kg,,
Label,Etiqueta,
Language,Idioma,
"Last Name",,
Late,,
Lead,,
"Leave Application",,
"Leave Applications",,
"Left Index","Indíce Esquerdo",
"Legal Deadline",,
"Legal Expenses","Despesas legais",
"Less Filters","Filtrar Menos",
"Less Than","Menos do que",
Liability,Obrigações,
Limit,Limite,
Link,Ligação,
"Link Validation Error","Erro de validação na ligação",
"Linked Entries","Registros ligados",
List,Lista,
"List View","Vista em Lista",
"Load an existing company from your computer","Carregar uma empresa desde o seu computador",
"Loading Report...","Carregando relatório",
"Loading instance...","Carregando instância...",
Loading...,Carregando...,
"Loans (Liabilities)","Empréstimos (Passivo)",
"Loans and Advances (Assets)","Empréstimos e Adiantamentos (Activos)",
Locale,Localização,
Location,Localização,
"Location Name","Nome da Localização",
Logo,Logo,
"Loyalty Point Entry",,
"Loyalty Points",,
"Loyalty Points Redemption",,
"Loyalty Program",,
"Loyalty Program Tier",,
"Loyalty program has expired and cannot be applied",,
"Loyalty program has expired or reached maximum usage",,
MISSING_NIN,,
"Make Entry","Fazer Registro",
"Make Payment On Submit","Realizar Pagamento ao Confirmar",
"Make Purchase Receipt On Submit","Realizar Recibo de Compra ao Confirmar",
"Make Shipment On Submit","Realizar Entrega ao Confirmar",
"Mandatory Error","Erro Mandatorio",
Manufacture,Produção,
"Manufacture Date","Data de Produção",
Mar,,
"Mar 23, 2022",,
March,Março,
"Mark ${0} as submitted?","Marcar como confirmado?",
"Marketing Expenses","Despesas de Marketing",
"Material Issue","Saída de Material",
"Material Receipt","Entrada de Material",
"Material Transfer","Transferência de Material",
Maternity,,
"Max Amount",,
"Max Qty (As Per Stock Unit)",,
Maxed,,
"Maximum Amount should be greater than the Minimum Amount.",,
"Maximum Amount should be lesser than Pricing Rule's Maximum Amount",,
"Maximum Quantity should be greater than the Minimum Quantity.",,
"Maximum Use",,
May,Mai,
Meter,Metro,
Million,,
"Min Amount",,
"Min Qty (As Per Stock Unit)",,
"Minimum Amount should be greather than the Pricing Rule's Minimum Amount.",,
"Minimum Amount should be less than the Maximum Amount.",,
"Minimum Quantity should be less than the Maximum Quantity.",,
"Minimum Total Spent",,
Misc,Divs.,
Miscellaneous,Diversos,
"Miscellaneous Expenses","Despesas Diversas",
Mo,Se,
Mobile,,
Modern,,
Modified,Modificado,
"Modified By","Modificado por",
Month,,
Monthly,Mensalmente,
Months,Meses,
More,Mais,
"More Filters","Mais filtros",
"More shortcuts will be added soon.","Outros atalhos serão adicionados em breve.",
"Movement Type","Tipo de Movimento",
NIN,,
"NIN (required)",,
Name,Nome,
Navigate,Navegar,
